Player,Nation,Team,Age,Matches Played,Starts,Minutes,Goals,Goals.1,Goals.2,Goals.3,Assists,Assists.1,Assists.2,Assists.3,Yellow Cards,Red Cards,xG,PrgC,PrgR,SoT%,SoT/90,G/Sh,Dist,Passes Completed,Passes Completed.1,Passes Completed.2,Passes Completed.3,Passes Completed.4,Passes Completed.5,Passes Completed.6,Passes Completed.7,Passes Completed.8,Passes Completed.9,Passes Completed.10,Passes Completed.11,Passes Completed.12,Passes Completed.13,Passes Completed.14,Passes Completed.15,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp%.4,Cmp%.5,Cmp%.6,Cmp%.7,Cmp%.8,Cmp%.9,Cmp%.10,Cmp%.11,Cmp%.12,Cmp%.13,Cmp%.14,Cmp%.15,Pass Distance,SCA,SCA90,GCA,GCA90,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles Won,Challenges,Challenges Lost,Blocks,Shot Blocks,Pass Blocks,Interceptions,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Take-ons Attempted,Take-ons Success%,Tkld%,Carries,Carry Distance,Carry to Pen Area,Carry to 1/3,Miscontrols,Dispossessed,Passes Received,Fouls Committed,Fouled,Offsides,Crosses,Recoveries,Aerials Won,Aerials Lost,Aerial Win%,TransferValue
Facundo Buonanotte,ar ARG,Leicester City,20-138,29,14,1474.0,4,0.24,4,0.24,2,0.12,2,0.12,7,0,3.8,38,69,29.4,0.61,0.12,17.8,430,234,145,35,430,234,145,35,430,234,145,35,430,234,145,35,76.6,85.7,81.9,48.6,76.6,85.7,81.9,48.6,76.6,85.7,81.9,48.6,76.6,85.7,81.9,48.6,6782,50,3.05,4,0.24,53,21,53,21,32,67,46,32,6,26,11,850,26,127,436,300,36,79,32.9,62.0,465,2928,8,26,53,39,515,35,33,3,41,77,17,35,32.7,
Flynn Downes,eng ENG,Southampton,26-110,24,22,1881.0,1,0.05,1,0.05,0,0.0,0,0.0,10,0,0.6,25,28,30.0,0.14,0.10,18.7,890,508,316,33,890,508,316,33,890,508,316,33,890,508,316,33,90.1,92.7,92.1,68.8,90.1,92.7,92.1,68.8,90.1,92.7,92.1,68.8,90.1,92.7,92.1,68.8,13048,30,1.44,2,0.1,44,14,44,14,24,32,18,24,6,18,30,1184,77,351,632,210,21,15,33.3,46.7,567,3134,4,21,13,17,840,46,35,0,3,75,14,13,51.9,
Gabriel Magalhães,br BRA,Arsenal,27-142,28,28,2363.0,3,0.11,3,0.11,1,0.04,1,0.04,4,0,2.6,10,11,22.7,0.19,0.14,9.5,1480,598,782,83,1480,598,782,83,1480,598,782,83,1480,598,782,83,90.2,96.9,94.2,53.9,90.2,96.9,94.2,53.9,90.2,96.9,94.2,53.9,90.2,96.9,94.2,53.9,25788,35,1.33,6,0.23,25,12,25,12,15,16,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,4470,0,22,9,2,1366,19,19,0,9,63,53,37,58.9,
Gabriel Martinelli,br BRA,Arsenal,23-326,30,22,2041.0,7,0.31,7,0.31,4,0.18,4,0.18,1,0,5.9,112,267,42.6,0.88,0.15,13.3,446,283,127,24,446,283,127,24,446,283,127,24,446,283,127,24,71.0,83.5,69.8,49.0,71.0,83.5,69.8,49.0,71.0,83.5,69.8,49.0,71.0,83.5,69.8,49.0,6480,66,2.91,6,0.26,20,7,20,7,15,23,16,10,0,10,4,889,15,87,229,586,168,106,30.2,54.7,597,4419,59,30,49,33,678,14,20,8,83,72,15,30,33.3,
Georginio Rutter,fr FRA,Brighton,23-020,28,19,1656.0,5,0.27,5,0.27,3,0.16,3,0.16,2,0,4.6,42,79,24.0,0.65,0.10,15.5,237,144,74,10,237,144,74,10,237,144,74,10,237,144,74,10,66.8,77.0,66.7,62.5,66.8,77.0,66.7,62.5,66.8,77.0,66.7,62.5,66.8,77.0,66.7,62.5,3344,64,3.47,8,0.43,39,14,39,14,15,36,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,2467,16,36,45,37,411,34,45,7,9,66,25,46,35.2,
Guglielmo Vicario,it ITA,Tottenham,28-215,23,23,2070.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0,N/a,0.0,N/a,N/a,737,228,418,84,737,228,418,84,737,228,418,84,737,228,418,84,87.6,99.1,97.0,49.1,87.6,99.1,97.0,49.1,87.6,99.1,97.0,49.1,87.6,99.1,97.0,49.1,14516,4,0.17,0,0.0,0,0,0,0,0,0,0,0,0,0,1,892,599,874,18,0,0,1,100.0,0.0,636,2955,0,0,0,0,577,0,2,0,0,32,9,0,100.0,
Guido Rodríguez,ar ARG,West Ham,31-028,20,14,1018.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.2,2,5,12.5,0.09,0.00,27.8,419,201,180,32,419,201,180,32,419,201,180,32,419,201,180,32,84.1,87.4,91.4,62.7,84.1,87.4,91.4,62.7,84.1,87.4,91.4,62.7,84.1,87.4,91.4,62.7,7149,10,0.88,0,0.0,30,14,30,14,16,30,16,21,9,12,12,617,42,196,366,56,2,3,66.7,0.0,284,988,0,5,2,6,354,15,11,1,4,46,8,7,53.3,
Harry Winks,eng ENG,Leicester City,29-097,22,17,1538.0,0,0.0,0,0.0,2,0.12,2,0.12,4,0,0.2,19,11,40.0,0.23,0.00,29.2,910,471,362,44,910,471,362,44,910,471,362,44,910,471,362,44,87.1,92.2,91.2,57.9,87.1,92.2,91.2,57.9,87.1,92.2,91.2,57.9,87.1,92.2,91.2,57.9,14101,39,2.28,3,0.18,24,13,24,13,11,30,17,19,7,12,9,1158,49,275,746,151,1,12,25.0,66.7,696,3268,0,13,13,8,827,9,13,0,34,106,8,6,57.1,
Harry Wilson,wls WAL,Fulham,28-049,22,10,1003.0,5,0.45,5,0.45,1,0.09,1,0.09,2,0,3.7,17,83,34.4,0.99,0.16,17.3,297,152,113,27,297,152,113,27,297,152,113,27,297,152,113,27,73.9,85.4,78.5,42.9,73.9,85.4,78.5,42.9,73.9,85.4,78.5,42.9,73.9,85.4,78.5,42.9,4995,37,3.32,3,0.27,14,9,14,9,9,15,6,13,1,12,5,516,9,67,185,273,48,24,37.5,41.7,299,1589,8,18,14,5,342,10,20,1,38,50,4,18,18.2,
Harry Maguire,eng ENG,Manchester Utd,32-066,24,17,1539.0,1,0.06,1,0.06,0,0.0,0,0.0,7,0,1.4,6,7,41.7,0.29,0.08,7.9,833,312,441,68,833,312,441,68,833,312,441,68,833,312,441,68,85.9,91.8,90.6,57.1,85.9,91.8,90.6,57.1,85.9,91.8,90.6,57.1,85.9,91.8,90.6,57.1,15479,17,0.99,0,0.0,26,13,26,13,13,18,5,14,12,2,37,1147,137,572,525,65,38,5,40.0,60.0,677,4153,3,7,7,2,739,17,9,1,3,57,52,22,70.3,
Harvey Barnes,eng ENG,Newcastle Utd,27-152,30,14,1503.0,9,0.54,9,0.54,4,0.24,4,0.24,0,0,6.6,80,172,32.7,1.08,0.16,15.0,420,267,133,12,420,267,133,12,420,267,133,12,420,267,133,12,78.8,87.3,73.5,63.2,78.8,87.3,73.5,63.2,78.8,87.3,73.5,63.2,78.8,87.3,73.5,63.2,5863,57,3.4,9,0.54,16,3,16,3,9,10,7,7,1,6,6,709,15,84,232,398,109,58,37.9,50.0,498,3753,44,41,26,20,567,11,20,5,41,49,5,14,26.3,
Ian Maatsen,nl NED,Aston Villa,23-061,26,8,957.0,1,0.09,1,0.09,2,0.19,2,0.19,2,0,0.8,27,91,29.4,0.47,0.06,22.3,530,258,237,25,530,258,237,25,530,258,237,25,530,258,237,25,81.8,88.4,86.5,54.3,81.8,88.4,86.5,54.3,81.8,88.4,86.5,54.3,81.8,88.4,86.5,54.3,8558,49,4.6,7,0.66,27,16,27,16,15,22,6,11,0,11,15,797,47,216,294,297,41,23,47.8,52.2,429,2209,11,15,20,21,486,9,9,3,48,61,8,6,57.1,
Ibrahima Konaté,fr FRA,Liverpool,25-350,28,27,2320.0,1,0.04,1,0.04,2,0.08,2,0.08,5,0,1.7,21,3,16.7,0.12,0.06,10.5,1581,547,937,88,1581,547,937,88,1581,547,937,88,1581,547,937,88,90.3,93.7,95.1,55.7,90.3,93.7,95.1,55.7,90.3,93.7,95.1,55.7,90.3,93.7,95.1,55.7,29259,30,1.16,7,0.27,36,24,36,24,25,34,10,27,15,12,12,2005,211,854,1047,110,22,4,50.0,25.0,1184,5470,0,13,8,2,1454,26,18,0,0,86,72,28,72.0,
Idrissa Gana Gueye,sn SEN,Everton,35-226,34,32,2794.0,0,0.0,0,0.0,3,0.1,3,0.1,8,0,1.1,26,24,18.5,0.16,0.00,25.2,1116,560,446,94,1116,560,446,94,1116,560,446,94,1116,560,446,94,86.5,90.9,90.7,71.8,86.5,90.9,90.7,71.8,86.5,90.9,90.7,71.8,86.5,90.9,90.7,71.8,18814,56,1.8,3,0.1,124,54,124,54,74,90,36,45,9,36,44,1640,69,385,943,321,20,36,47.2,47.2,781,3610,4,27,32,33,943,51,41,0,7,180,23,15,60.5,
Igor,br BRA,Brighton,27-092,12,9,903.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0,0.0,9,0,0.0,0.0,0.00,14.1,628,248,337,40,628,248,337,40,628,248,337,40,628,248,337,40,92.1,96.5,95.2,71.4,92.1,96.5,95.2,71.4,92.1,96.5,95.2,71.4,92.1,96.5,95.2,71.4,11358,11,1.1,0,0.0,4,4,4,4,4,10,6,23,14,9,4,764,109,377,353,38,1,4,75.0,25.0,497,2837,0,14,1,0,568,9,6,0,2,40,8,6,57.1,
Iliman Ndiaye,sn SEN,Everton,25-065,30,27,2252.0,7,0.28,7,0.28,0,0.0,0,0.0,3,0,5.2,81,115,40.6,0.52,0.16,17.4,543,317,179,34,543,317,179,34,543,317,179,34,543,317,179,34,80.8,86.1,86.1,68.0,80.8,86.1,86.1,68.0,80.8,86.1,86.1,68.0,80.8,86.1,86.1,68.0,8134,59,2.36,5,0.2,48,19,48,19,25,45,26,27,5,22,17,1000,34,202,411,435,77,137,46.0,46.7,575,4508,30,41,49,43,612,24,47,5,38,163,6,19,24.0,
Illia Zabarnyi,ua UKR,Bournemouth,22-251,33,32,2842.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1,1.1,25,4,0.0,0.0,0.00,9.8,1262,341,740,171,1262,341,740,171,1262,341,740,171,1262,341,740,171,81.6,90.5,90.8,52.8,81.6,90.5,90.8,52.8,81.6,90.5,90.8,52.8,81.6,90.5,90.8,52.8,26615,28,0.89,0,0.0,46,30,46,30,32,44,14,33,20,13,38,1869,218,860,961,69,13,8,62.5,25.0,1158,7529,0,20,14,3,1168,18,6,0,5,143,72,40,64.3,
Ismaila Sarr,sn SEN,Crystal Palace,27-074,35,27,2482.0,7,0.25,7,0.25,4,0.15,4,0.15,4,0,9.1,69,169,50.0,0.91,0.14,13.2,459,248,171,22,459,248,171,22,459,248,171,22,459,248,171,22,66.2,74.0,71.0,46.8,66.2,74.0,71.0,46.8,66.2,74.0,71.0,46.8,66.2,74.0,71.0,46.8,6835,101,3.66,10,0.36,21,7,21,7,10,23,16,24,8,16,9,1007,43,165,377,475,124,55,30.9,52.7,555,3452,26,42,64,42,684,13,54,11,55,103,32,46,41.0,
Issa Diop,fr FRA,Fulham,28-121,21,15,1339.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.5,6,3,40.0,0.13,0.00,10.7,663,233,379,46,663,233,379,46,663,233,379,46,663,233,379,46,87.5,92.5,92.9,52.9,87.5,92.5,92.9,52.9,87.5,92.5,92.9,52.9,87.5,92.5,92.9,52.9,12350,6,0.4,0,0.0,26,13,26,13,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50.0,50.0,533,2426,0,2,9,2,617,10,4,0,1,45,20,12,62.5,
Jack Clarke,eng ENG,Ipswich Town,24-168,29,11,1056.0,0,0.0,0,0.0,4,0.34,4,0.34,2,0,1.0,32,47,14.3,0.17,0.00,19.4,266,138,111,14,266,138,111,14,266,138,111,14,266,138,111,14,76.4,86.8,86.0,48.3,76.4,86.8,86.0,48.3,76.4,86.8,86.0,48.3,76.4,86.8,86.0,48.3,4343,40,3.41,5,0.43,28,16,28,16,17,32,16,6,0,6,7,486,22,115,198,187,32,42,52.4,33.3,272,1968,9,18,20,18,293,15,21,3,13,67,7,14,33.3,
Jack Hinshelwood,eng ENG,Brighton,20-029,23,21,1744.0,2,0.1,2,0.1,2,0.1,2,0.1,5,0,1.5,18,47,42.9,0.31,0.14,14.3,828,487,265,55,828,487,265,55,828,487,265,55,828,487,265,55,83.4,91.4,84.1,52.9,83.4,91.4,84.1,52.9,83.4,91.4,84.1,52.9,83.4,91.4,84.1,52.9,12560,33,1.7,3,0.15,26,11,26,11,18,27,16,8,3,5,15,1137,50,316,528,299,27,11,18.2,72.7,565,2355,2,20,16,3,714,16,7,0,26,58,19,15,55.9,
Jack Stephens,eng ENG,Southampton,31-103,17,15,1209.0,1,0.07,1,0.07,0,0.0,0,0.0,2,2,0.6,13,2,50.0,0.15,0.25,11.0,786,313,414,44,786,313,414,44,786,313,414,44,786,313,414,44,92.0,92.9,94.5,83.0,92.0,92.9,94.5,83.0,92.0,92.9,94.5,83.0,92.0,92.9,94.5,83.0,13687,13,0.97,0,0.0,32,15,32,15,19,27,12,15,10,5,11,976,109,403,482,95,11,4,0.0,100.0,552,2592,1,12,3,3,690,12,4,1,1,41,6,8,42.9,
Jack Harrison,eng ENG,Everton,28-171,31,22,1900.0,1,0.05,1,0.05,0,0.0,0,0.0,0,0,3.3,64,116,22.2,0.28,0.04,16.3,379,216,111,35,379,216,111,35,379,216,111,35,379,216,111,35,63.1,81.5,68.1,34.3,63.1,81.5,68.1,34.3,63.1,81.5,68.1,34.3,63.1,81.5,68.1,34.3,6064,53,2.51,4,0.19,30,14,30,14,21,40,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,2882,14,34,50,37,562,13,26,4,118,65,4,26,13.3,
Jacob Murphy,eng ENG,Newcastle Utd,30-075,32,28,2139.0,8,0.34,8,0.34,11,0.46,11,0.46,3,0,5.7,70,216,35.7,0.63,0.19,18.2,611,367,191,39,611,367,191,39,611,367,191,39,611,367,191,39,68.3,83.8,67.5,42.4,68.3,83.8,67.5,42.4,68.3,83.8,67.5,42.4,68.3,83.8,67.5,42.4,9226,73,3.07,14,0.59,22,16,22,16,15,31,15,31,0,31,11,1140,21,162,421,568,88,64,48.4,46.9,665,3943,25,31,30,34,824,11,14,3,110,92,4,15,21.1,
Jacob Greaves,eng ENG,Ipswich Town,24-240,22,22,1935.0,1,0.05,1,0.05,0,0.0,0,0.0,5,0,1.2,7,8,50.0,0.19,0.13,8.3,827,390,394,31,827,390,394,31,827,390,394,31,827,390,394,31,86.2,93.1,89.5,41.9,86.2,93.1,89.5,41.9,86.2,93.1,89.5,41.9,86.2,93.1,89.5,41.9,13641,13,0.6,0,0.0,36,21,36,21,19,33,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,2312,0,9,8,2,739,12,19,1,1,48,65,38,63.1,
Jacob Ramsey,eng ENG,Aston Villa,23-347,27,18,1516.0,1,0.06,1,0.06,3,0.18,3,0.18,2,0,1.5,57,105,22.2,0.24,0.06,16.7,479,325,124,15,479,325,124,15,479,325,124,15,479,325,124,15,85.4,91.5,84.9,75.0,85.4,91.5,84.9,75.0,85.4,91.5,84.9,75.0,85.4,91.5,84.9,75.0,6395,51,3.03,8,0.47,30,10,30,10,15,20,10,21,3,18,7,726,12,136,259,344,67,42,57.1,23.8,474,3179,19,31,39,21,552,12,25,5,10,77,6,10,37.5,
Jadon Sancho,eng ENG,Chelsea,25-046,29,18,1687.0,3,0.16,3,0.16,4,0.21,4,0.21,2,0,2.2,98,218,33.3,0.43,0.13,15.1,631,391,203,14,631,391,203,14,631,391,203,14,631,391,203,14,82.5,89.1,84.2,51.9,82.5,89.1,84.2,51.9,82.5,89.1,84.2,51.9,82.5,89.1,84.2,51.9,8571,67,3.57,10,0.53,10,5,10,5,6,12,7,9,0,9,2,926,11,115,269,552,119,95,47.4,40.0,626,4310,56,33,29,21,726,6,11,6,23,97,5,10,33.3,
Jake O'Brien,ie IRL,Everton,23-360,18,15,1391.0,2,0.13,2,0.13,0,0.0,0,0.0,5,0,0.7,7,24,60.0,0.19,0.40,11.5,509,220,226,57,509,220,226,57,509,220,226,57,509,220,226,57,78.3,88.7,80.1,64.0,78.3,88.7,80.1,64.0,78.3,88.7,80.1,64.0,78.3,88.7,80.1,64.0,9400,16,1.04,0,0.0,24,16,24,16,16,24,8,16,4,12,4,805,69,321,352,135,18,10,40.0,50.0,356,1594,2,6,5,5,428,13,4,3,18,51,33,27,55.0,
James Garner,eng ENG,Everton,24-058,18,14,1324.0,0,0.0,0,0.0,1,0.07,1,0.07,3,0,0.3,12,22,28.6,0.14,0.00,24.1,504,219,228,47,504,219,228,47,504,219,228,47,504,219,228,47,75.0,85.2,83.5,46.5,75.0,85.2,83.5,46.5,75.0,85.2,83.5,46.5,75.0,85.2,83.5,46.5,8821,33,2.24,5,0.34,41,19,41,19,27,35,16,15,3,12,17,819,36,196,417,213,9,16,37.5,62.5,399,1801,1,15,12,7,451,18,14,0,52,64,10,8,55.6,
James Tarkowski,eng ENG,Everton,32-172,33,33,2922.0,1,0.03,1,0.03,1,0.03,1,0.03,6,0,1.3,9,3,26.7,0.12,0.07,8.4,1045,337,525,173,1045,337,525,173,1045,337,525,173,1045,337,525,173,81.0,84.5,91.9,62.7,81.0,84.5,91.9,62.7,81.0,84.5,91.9,62.7,81.0,84.5,91.9,62.7,22119,38,1.17,4,0.12,64,24,64,24,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,3610,0,10,13,7,927,35,28,2,1,98,102,33,75.6,
James Justin,eng ENG,Leicester City,27-076,33,31,2669.0,2,0.07,2,0.07,1,0.03,1,0.03,5,0,1.5,39,92,25.0,0.2,0.08,16.0,1093,567,451,44,1093,567,451,44,1093,567,451,44,1093,567,451,44,77.8,86.8,84.3,34.9,77.8,86.8,84.3,34.9,77.8,86.8,84.3,34.9,77.8,86.8,84.3,34.9,16878,31,1.05,1,0.03,49,28,49,28,29,51,23,41,14,27,44,1775,134,616,804,365,37,30,30.0,43.3,797,3383,4,25,31,13,989,23,37,2,53,79,61,48,56.0,
James Maddison,eng ENG,Tottenham,28-168,31,21,1809.0,9,0.45,9,0.45,7,0.35,7,0.35,6,0,5.8,45,95,43.6,0.85,0.23,16.7,1021,481,424,75,1021,481,424,75,1021,481,424,75,1021,481,424,75,81.3,90.9,86.2,46.3,81.3,90.9,86.2,46.3,81.3,90.9,86.2,46.3,81.3,90.9,86.2,46.3,16664,95,4.73,18,0.9,31,9,31,9,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,5128,20,39,23,25,1125,32,64,4,98,76,5,7,41.7,
Jamie Vardy,eng ENG,Leicester City,38-119,33,33,2655.0,8,0.27,8,0.27,3,0.1,3,0.1,5,0,10.7,27,110,42.3,0.75,0.13,12.4,243,134,80,13,243,134,80,13,243,134,80,13,243,134,80,13,66.8,74.0,77.7,68.4,66.8,74.0,77.7,68.4,66.8,74.0,77.7,68.4,66.8,74.0,77.7,68.4,3497,44,1.49,9,0.3,18,4,18,4,13,13,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,1360,14,11,34,12,356,22,21,25,11,35,49,51,49.0,
Jan Bednarek,pl POL,Southampton,29-028,29,29,2441.0,2,0.07,2,0.07,0,0.0,0,0.0,7,0,0.7,5,2,40.0,0.07,0.40,16.0,1547,586,844,104,1547,586,844,104,1547,586,844,104,1547,586,844,104,92.7,95.4,94.7,76.5,92.7,95.4,94.7,76.5,92.7,95.4,94.7,76.5,92.7,95.4,94.7,76.5,27450,16,0.59,0,0.0,35,15,35,15,18,30,15,44,33,11,54,2011,365,1060,917,41,15,3,100.0,0.0,1035,3806,1,5,9,3,1294,31,12,0,1,106,68,36,65.4,
Jan Paul van Hecke,nl NED,Brighton,24-336,31,30,2688.0,1,0.03,1,0.03,1,0.03,1,0.03,8,1,1.3,53,5,31.3,0.17,0.06,14.1,1839,639,981,206,1839,639,981,206,1839,639,981,206,1839,639,981,206,87.9,93.1,93.0,65.4,87.9,93.1,93.0,65.4,87.9,93.1,93.0,65.4,87.9,93.1,93.0,65.4,36200,48,1.61,3,0.1,40,20,40,20,26,38,18,32,19,13,23,2373,250,1006,1233,154,30,11,45.5,36.4,1572,9817,0,42,12,7,1665,23,23,0,11,120,78,48,61.9,
Jannik Vestergaard,dk DEN,Leicester City,32-280,18,16,1391.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.1,3,2,66.7,0.13,0.00,9.7,870,397,416,48,870,397,416,48,870,397,416,48,870,397,416,48,90.7,95.0,93.7,59.3,90.7,95.0,93.7,59.3,90.7,95.0,93.7,59.3,90.7,95.0,93.7,59.3,14697,7,0.45,0,0.0,22,9,22,9,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,2932,0,3,2,0,757,12,4,0,0,46,26,19,57.8,
Jarrad Branthwaite,eng ENG,Everton,22-317,28,26,2348.0,0,0.0,0,0.0,1,0.04,1,0.04,4,0,1.1,9,2,37.5,0.11,0.00,8.2,909,337,455,110,909,337,455,110,909,337,455,110,909,337,455,110,82.2,90.3,90.5,55.3,82.2,90.3,90.5,55.3,82.2,90.3,90.5,55.3,82.2,90.3,90.5,55.3,17777,13,0.5,2,0.08,36,20,36,20,20,27,7,30,22,8,23,1413,198,735,622,63,23,5,60.0,20.0,694,3760,2,13,8,3,826,10,17,1,5,84,53,38,58.2,
Jarrod Bowen,eng ENG,West Ham,28-141,31,31,2721.0,10,0.33,10,0.33,7,0.23,7,0.23,1,0,8.0,98,188,41.0,1.06,0.12,17.4,517,273,178,50,517,273,178,50,517,273,178,50,517,273,178,50,71.4,83.0,76.4,55.6,71.4,83.0,76.4,55.6,71.4,83.0,76.4,55.6,71.4,83.0,76.4,55.6,8610,104,3.44,13,0.43,37,17,37,17,24,37,20,21,3,18,16,1123,25,125,415,607,154,116,34.5,56.9,667,4857,56,43,68,70,736,19,49,10,101,120,12,46,20.7,
Jean-Clair Todibo,fr FRA,West Ham,25-131,24,17,1564.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.2,9,5,0.0,0.0,0.00,14.6,788,286,458,40,788,286,458,40,788,286,458,40,788,286,458,40,87.4,93.5,94.0,44.4,87.4,93.5,94.0,44.4,87.4,93.5,94.0,44.4,87.4,93.5,94.0,44.4,14042,5,0.29,0,0.0,40,25,40,25,24,33,8,24,12,12,21,1090,146,603,452,44,10,14,50.0,50.0,623,2686,0,5,13,9,735,11,5,0,3,65,23,24,48.9,
Jean-Philippe Mateta,fr FRA,Crystal Palace,27-316,34,31,2517.0,14,0.5,14,0.5,2,0.07,2,0.07,2,0,12.1,38,114,41.0,0.89,0.20,15.7,274,167,77,7,274,167,77,7,274,167,77,7,274,167,77,7,64.9,76.3,62.1,31.8,64.9,76.3,62.1,31.8,64.9,76.3,62.1,31.8,64.9,76.3,62.1,31.8,3631,56,2.0,8,0.29,17,3,17,3,12,16,13,16,3,13,2,695,24,58,333,318,87,43,44.2,46.5,373,1955,8,20,70,43,511,27,26,17,25,64,60,99,37.7,
Jean-Ricner Bellegarde,fr FRA,Wolves,26-317,32,19,1551.0,2,0.12,2,0.12,6,0.35,6,0.35,3,0,1.3,49,83,25.0,0.29,0.10,21.7,415,239,131,31,415,239,131,31,415,239,131,31,415,239,131,31,78.7,89.2,80.9,56.4,78.7,89.2,80.9,56.4,78.7,89.2,80.9,56.4,78.7,89.2,80.9,56.4,6398,53,3.08,10,0.58,37,13,37,13,22,19,6,19,3,16,10,756,24,139,339,295,45,60,23.3,51.7,464,2939,11,35,38,25,519,29,41,1,40,57,9,18,33.3,
Jefferson Lerma,co COL,Crystal Palace,30-197,30,23,2034.0,0,0.0,0,0.0,1,0.04,1,0.04,8,0,1.0,11,25,29.2,0.31,0.00,19.4,777,364,318,77,777,364,318,77,777,364,318,77,777,364,318,77,75.4,86.7,81.1,46.7,75.4,86.7,81.1,46.7,75.4,86.7,81.1,46.7,75.4,86.7,81.1,46.7,13661,44,1.95,3,0.13,30,17,30,17,15,33,16,32,15,17,37,1274,95,404,655,225,27,12,50.0,33.3,597,2257,0,10,14,15,747,34,36,0,11,139,39,39,50.0,
Jens Cajuste,se SWE,Ipswich Town,25-273,27,23,1783.0,1,0.05,1,0.05,0,0.0,0,0.0,2,0,0.5,23,16,10.0,0.05,0.10,21.3,576,263,271,29,576,263,271,29,576,263,271,29,576,263,271,29,82.4,88.9,85.8,50.0,82.4,88.9,85.8,50.0,82.4,88.9,85.8,50.0,82.4,88.9,85.8,50.0,9518,30,1.51,1,0.05,39,19,39,19,19,47,28,24,9,15,25,911,59,263,477,185,11,46,54.3,32.6,421,2280,3,21,21,14,522,21,21,0,9,99,12,21,36.4,
Jeremy Doku,be BEL,Manchester City,22-348,26,15,1397.0,3,0.19,3,0.19,6,0.39,6,0.39,1,0,1.0,189,259,37.5,0.58,0.13,18.2,558,367,173,12,558,367,173,12,558,367,173,12,558,367,173,12,79.3,86.2,82.4,66.7,79.3,86.2,82.4,66.7,79.3,86.2,82.4,66.7,79.3,86.2,82.4,66.7,7829,68,4.38,13,0.84,28,7,28,7,19,14,7,10,1,9,4,944,4,42,220,705,135,185,55.1,29.2,731,6905,90,88,52,55,786,7,31,5,51,57,0,11,0.0,
Jesper Lindstrøm,dk DEN,Everton,25-070,25,15,1239.0,0,0.0,0,0.0,1,0.07,1,0.07,2,0,2.1,30,81,35.7,0.73,0.00,21.0,297,194,65,29,297,194,65,29,297,194,65,29,297,194,65,29,69.4,86.2,65.7,44.6,69.4,86.2,65.7,44.6,69.4,86.2,65.7,44.6,69.4,86.2,65.7,44.6,4593,46,3.35,1,0.07,45,19,45,19,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,1627,7,19,31,24,347,15,10,1,71,70,6,12,33.3,
Joe Aribo,ng NGA,Southampton,28-293,30,20,1909.0,3,0.14,3,0.14,0,0.0,0,0.0,1,0,2.7,35,64,41.2,0.33,0.18,14.0,878,480,341,31,878,480,341,31,878,480,341,31,878,480,341,31,88.5,91.3,90.9,68.9,88.5,91.3,90.9,68.9,88.5,91.3,90.9,68.9,88.5,91.3,90.9,68.9,13041,37,1.75,1,0.05,44,17,44,17,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,3880,12,28,25,16,879,20,28,1,10,110,25,21,54.3,
Joe Willock,eng ENG,Newcastle Utd,25-263,30,11,1026.0,0,0.0,0,0.0,2,0.18,2,0.18,3,0,1.6,36,82,17.6,0.26,0.00,15.4,281,164,100,10,281,164,100,10,281,164,100,10,281,164,100,10,82.4,88.6,87.0,45.5,82.4,88.6,87.0,45.5,82.4,88.6,87.0,45.5,82.4,88.6,87.0,45.5,4022,44,3.86,4,0.35,28,18,28,18,16,29,11,24,6,18,6,503,12,73,214,227,51,34,35.3,47.1,302,2082,14,27,35,23,347,22,13,3,16,40,5,14,26.3,
Joelinton,br BRA,Newcastle Utd,28-269,29,29,2393.0,4,0.15,4,0.15,3,0.11,3,0.11,10,0,3.9,40,110,28.9,0.49,0.09,14.0,863,529,277,33,863,529,277,33,863,529,277,33,863,529,277,33,82.7,87.7,86.6,60.0,82.7,87.7,86.6,60.0,82.7,87.7,86.6,60.0,82.7,87.7,86.6,60.0,12199,61,2.29,9,0.34,57,25,57,25,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,3598,9,26,39,53,934,58,35,7,16,149,59,46,56.2,
