Statistic,Scope,Value
Mean of Cmp%.7,Nott'ham Forest,45.37619047619047
Std of Cmp%.7,Nott'ham Forest,15.863193397355555
Median of Cmp%.7,Southampton,55.25
Mean of Cmp%.7,Southampton,53.69642857142858
Std of Cmp%.7,Southampton,17.126943947905854
Median of Cmp%.7,Tottenham,55.6
Mean of Cmp%.7,Tottenham,54.42962962962964
Std of Cmp%.7,Tottenham,14.81760426018309
Median of Cmp%.7,West Ham,53.7
Mean of Cmp%.7,West Ham,54.144000000000005
Std of Cmp%.7,West Ham,15.906159184416582
Median of Cmp%.7,Wolves,56.0
Mean of Cmp%.7,Wolves,52.452173913043474
Std of Cmp%.7,Wolves,15.721781924370735
Median of Cmp%.8,all,80.2
Mean of Cmp%.8,all,79.24948240165631
Std of Cmp%.8,all,8.297755954528531
Median of Cmp%.8,Arsenal,82.95
Mean of Cmp%.8,Arsenal,82.32272727272728
Std of Cmp%.8,Arsenal,6.265698898286024
Median of Cmp%.8,Aston Villa,82.1
Mean of Cmp%.8,Aston Villa,81.6111111111111
Std of Cmp%.8,Aston Villa,7.04804028045185
Median of Cmp%.8,Bournemouth,74.3
Mean of Cmp%.8,Bournemouth,73.93043478260869
Std of Cmp%.8,Bournemouth,6.575673818401266
Median of Cmp%.8,Brentford,77.3
Mean of Cmp%.8,Brentford,76.69047619047618
Std of Cmp%.8,Brentford,7.844291221130482
Median of Cmp%.8,Brighton,81.35
Mean of Cmp%.8,Brighton,80.04230769230769
Std of Cmp%.8,Brighton,7.944969380780424
Median of Cmp%.8,Chelsea,84.25
Mean of Cmp%.8,Chelsea,83.54166666666667
Std of Cmp%.8,Chelsea,6.438600757163385
Median of Cmp%.8,Crystal Palace,75.6
Mean of Cmp%.8,Crystal Palace,74.08095238095238
Std of Cmp%.8,Crystal Palace,6.961653470808428
Median of Cmp%.8,Everton,73.9
Mean of Cmp%.8,Everton,74.36666666666667
Std of Cmp%.8,Everton,8.029653375665312
Median of Cmp%.8,Fulham,81.4
Mean of Cmp%.8,Fulham,79.995
Std of Cmp%.8,Fulham,8.207600777713044
Median of Cmp%.8,Ipswich Town,76.0
Mean of Cmp%.8,Ipswich Town,75.20344827586207
Std of Cmp%.8,Ipswich Town,8.26530972363324
Median of Cmp%.8,Leicester City,77.8
Mean of Cmp%.8,Leicester City,78.32
Std of Cmp%.8,Leicester City,8.498970525893123
Median of Cmp%.8,Liverpool,83.8
Mean of Cmp%.8,Liverpool,82.94285714285714
Std of Cmp%.8,Liverpool,7.54556634246704
Median of Cmp%.8,Manchester City,87.7
Mean of Cmp%.8,Manchester City,86.50400000000002
Std of Cmp%.8,Manchester City,6.95680003066544
Median of Cmp%.8,Manchester Utd,82.6
Mean of Cmp%.8,Manchester Utd,81.94666666666664
Std of Cmp%.8,Manchester Utd,7.5975374110723335
Median of Cmp%.8,Newcastle Utd,81.8
Mean of Cmp%.8,Newcastle Utd,79.71304347826086
Std of Cmp%.8,Newcastle Utd,6.826839036134985
Median of Cmp%.8,Nott'ham Forest,76.1
Mean of Cmp%.8,Nott'ham Forest,73.58095238095238
Std of Cmp%.8,Nott'ham Forest,8.65491877764425
Median of Cmp%.8,Southampton,80.2
Mean of Cmp%.8,Southampton,80.85172413793103
Std of Cmp%.8,Southampton,8.160734415902565
Median of Cmp%.8,Tottenham,84.8
Mean of Cmp%.8,Tottenham,80.47037037037036
Std of Cmp%.8,Tottenham,8.375964459498418
Median of Cmp%.8,West Ham,79.9
Mean of Cmp%.8,West Ham,78.42
Std of Cmp%.8,West Ham,7.804966367640541
Median of Cmp%.8,Wolves,80.4
Mean of Cmp%.8,Wolves,77.84347826086957
Std of Cmp%.8,Wolves,8.718362340327063
Median of Cmp%.9,all,89.9
Mean of Cmp%.9,all,88.73623188405799
Std of Cmp%.9,all,6.8278530039254415
Median of Cmp%.9,Arsenal,91.75
Mean of Cmp%.9,Arsenal,90.88636363636364
Std of Cmp%.9,Arsenal,4.674683126979019
Median of Cmp%.9,Aston Villa,91.5
Mean of Cmp%.9,Aston Villa,90.18518518518519
Std of Cmp%.9,Aston Villa,5.5711277482628585
Median of Cmp%.9,Bournemouth,88.0
Mean of Cmp%.9,Bournemouth,86.84347826086957
Std of Cmp%.9,Bournemouth,7.089930509145059
Median of Cmp%.9,Brentford,87.7
Mean of Cmp%.9,Brentford,86.79523809523809
Std of Cmp%.9,Brentford,7.669255256573235
Median of Cmp%.9,Brighton,90.95
Mean of Cmp%.9,Brighton,89.9769230769231
Std of Cmp%.9,Brighton,6.0777171827789225
Median of Cmp%.9,Chelsea,91.55
Mean of Cmp%.9,Chelsea,90.77083333333333
Std of Cmp%.9,Chelsea,5.839407293230358
Median of Cmp%.9,Crystal Palace,84.5
Mean of Cmp%.9,Crystal Palace,84.29047619047618
Std of Cmp%.9,Crystal Palace,6.461880899699776
Median of Cmp%.9,Everton,86.7
Mean of Cmp%.9,Everton,85.33333333333333
Std of Cmp%.9,Everton,7.702423860924126
Median of Cmp%.9,Fulham,89.65
Mean of Cmp%.9,Fulham,88.345
Std of Cmp%.9,Fulham,6.7853150258481
Median of Cmp%.9,Ipswich Town,87.0
Mean of Cmp%.9,Ipswich Town,87.23793103448274
Std of Cmp%.9,Ipswich Town,7.466564221969042
Median of Cmp%.9,Leicester City,89.6
Mean of Cmp%.9,Leicester City,88.87199999999999
Std of Cmp%.9,Leicester City,7.109296730338381
Median of Cmp%.9,Liverpool,91.7
Mean of Cmp%.9,Liverpool,91.29523809523809
Std of Cmp%.9,Liverpool,5.9198375138576385
Median of Cmp%.9,Manchester City,94.4
Mean of Cmp%.9,Manchester City,92.12800000000001
Std of Cmp%.9,Manchester City,6.126072695182999
Median of Cmp%.9,Manchester Utd,90.9
Mean of Cmp%.9,Manchester Utd,90.26
Std of Cmp%.9,Manchester Utd,4.877859903828656
Median of Cmp%.9,Newcastle Utd,88.6
Mean of Cmp%.9,Newcastle Utd,87.73478260869565
Std of Cmp%.9,Newcastle Utd,7.614078389622749
Median of Cmp%.9,Nott'ham Forest,87.7
Mean of Cmp%.9,Nott'ham Forest,85.94285714285715
Std of Cmp%.9,Nott'ham Forest,7.799523794987192
Median of Cmp%.9,Southampton,90.9
Mean of Cmp%.9,Southampton,89.59655172413792
Std of Cmp%.9,Southampton,7.08189254157696
Median of Cmp%.9,Tottenham,91.0
Mean of Cmp%.9,Tottenham,89.21111111111111
Std of Cmp%.9,Tottenham,6.897509769883695
Median of Cmp%.9,West Ham,89.7
Mean of Cmp%.9,West Ham,88.676
Std of Cmp%.9,West Ham,6.967859546996241
Median of Cmp%.9,Wolves,90.4
Mean of Cmp%.9,Wolves,88.3304347826087
Std of Cmp%.9,Wolves,6.924688032527248
Median of Cmp%.10,all,85.7
Mean of Cmp%.10,all,84.00414078674949
Std of Cmp%.10,all,10.15631681270602
Median of Cmp%.10,Arsenal,86.3
Mean of Cmp%.10,Arsenal,84.95454545454544
Std of Cmp%.10,Arsenal,7.859463647805035
Median of Cmp%.10,Aston Villa,86.5
Mean of Cmp%.10,Aston Villa,86.80370370370372
Std of Cmp%.10,Aston Villa,7.626597259262204
Median of Cmp%.10,Bournemouth,78.3
Mean of Cmp%.10,Bournemouth,81.62173913043479
Std of Cmp%.10,Bournemouth,10.801807783116638
Median of Cmp%.10,Brentford,79.9
Mean of Cmp%.10,Brentford,82.28571428571429
Std of Cmp%.10,Brentford,9.731355800415773
Median of Cmp%.10,Brighton,82.75
Mean of Cmp%.10,Brighton,81.93076923076923
Std of Cmp%.10,Brighton,10.742021010248276
Median of Cmp%.10,Chelsea,90.15
Mean of Cmp%.10,Chelsea,88.08333333333333
Std of Cmp%.10,Chelsea,7.4152994994583095
Median of Cmp%.10,Crystal Palace,81.1
Mean of Cmp%.10,Crystal Palace,79.82380952380952
Std of Cmp%.10,Crystal Palace,10.531709489057546
Median of Cmp%.10,Everton,83.1
Mean of Cmp%.10,Everton,79.91904761904763
Std of Cmp%.10,Everton,12.206703856800127
Median of Cmp%.10,Fulham,83.1
Mean of Cmp%.10,Fulham,83.905
Std of Cmp%.10,Fulham,9.297621370968747
Median of Cmp%.10,Ipswich Town,84.4
Mean of Cmp%.10,Ipswich Town,81.87586206896553
Std of Cmp%.10,Ipswich Town,11.021299352112118
Median of Cmp%.10,Leicester City,83.7
Mean of Cmp%.10,Leicester City,84.81599999999999
Std of Cmp%.10,Leicester City,8.987105577807945
Median of Cmp%.10,Liverpool,88.3
Mean of Cmp%.10,Liverpool,86.79047619047618
Std of Cmp%.10,Liverpool,9.57365681241524
Median of Cmp%.10,Manchester City,91.9
Mean of Cmp%.10,Manchester City,89.516
Std of Cmp%.10,Manchester City,7.833990043394235
Median of Cmp%.10,Manchester Utd,86.55
Mean of Cmp%.10,Manchester Utd,84.87333333333332
Std of Cmp%.10,Manchester Utd,8.863911074702287
Median of Cmp%.10,Newcastle Utd,86.8
Mean of Cmp%.10,Newcastle Utd,85.29565217391303
Std of Cmp%.10,Newcastle Utd,11.200262913345528
Median of Cmp%.10,Nott'ham Forest,81.5
Mean of Cmp%.10,Nott'ham Forest,77.5095238095238
Std of Cmp%.10,Nott'ham Forest,11.962311848547705
Median of Cmp%.10,Southampton,89.5
Mean of Cmp%.10,Southampton,85.36206896551724
Std of Cmp%.10,Southampton,10.849009625408982
Median of Cmp%.10,Tottenham,89.8
Mean of Cmp%.10,Tottenham,84.44074074074075
Std of Cmp%.10,Tottenham,11.116178758882485
Median of Cmp%.10,West Ham,85.6
Mean of Cmp%.10,West Ham,83.25200000000001
Std of Cmp%.10,West Ham,10.624700780100428
Median of Cmp%.10,Wolves,86.5
Mean of Cmp%.10,Wolves,84.84347826086957
Std of Cmp%.10,Wolves,9.379563184583642
Median of Cmp%.11,all,53.75
Mean of Cmp%.11,all,54.43598326359833
Std of Cmp%.11,all,15.699610825062496
Median of Cmp%.11,Arsenal,53.349999999999994
Mean of Cmp%.11,Arsenal,55.31818181818183
Std of Cmp%.11,Arsenal,9.762495600322715
Median of Cmp%.11,Aston Villa,54.0
Mean of Cmp%.11,Aston Villa,55.17037037037038
Std of Cmp%.11,Aston Villa,15.205763452232254
Median of Cmp%.11,Bournemouth,47.8
Mean of Cmp%.11,Bournemouth,46.66086956521738
Std of Cmp%.11,Bournemouth,17.887546178847316
Median of Cmp%.11,Brentford,55.0
Mean of Cmp%.11,Brentford,54.84285714285714
Std of Cmp%.11,Brentford,13.492574677524354
Median of Cmp%.11,Brighton,54.25
Mean of Cmp%.11,Brighton,56.36923076923077
Std of Cmp%.11,Brighton,13.562883741469415
Median of Cmp%.11,Chelsea,57.5
Mean of Cmp%.11,Chelsea,56.82500000000001
Std of Cmp%.11,Chelsea,18.55692183057543
Median of Cmp%.11,Crystal Palace,46.7
Mean of Cmp%.11,Crystal Palace,49.95714285714286
Std of Cmp%.11,Crystal Palace,18.58662345420952
Median of Cmp%.11,Everton,55.3
Mean of Cmp%.11,Everton,57.2904761904762
Std of Cmp%.11,Everton,15.332935295040697
Median of Cmp%.11,Fulham,58.2
Mean of Cmp%.11,Fulham,59.160000000000004
Std of Cmp%.11,Fulham,13.576116800043414
Median of Cmp%.11,Ipswich Town,50.0
Mean of Cmp%.11,Ipswich Town,48.46666666666668
Std of Cmp%.11,Ipswich Town,13.50136745211103
Median of Cmp%.11,Leicester City,53.7
Mean of Cmp%.11,Leicester City,55.70399999999999
Std of Cmp%.11,Leicester City,17.802749787603037
Median of Cmp%.11,Liverpool,60.8
Mean of Cmp%.11,Liverpool,60.27619047619047
Std of Cmp%.11,Liverpool,15.250308349731974
Median of Cmp%.11,Manchester City,64.3
Mean of Cmp%.11,Manchester City,59.776
Std of Cmp%.11,Manchester City,12.40884362057964
Median of Cmp%.11,Manchester Utd,54.85
Mean of Cmp%.11,Manchester Utd,57.906666666666666
Std of Cmp%.11,Manchester Utd,18.43607657665345
Median of Cmp%.11,Newcastle Utd,52.3
Mean of Cmp%.11,Newcastle Utd,54.26190476190476
Std of Cmp%.11,Newcastle Utd,12.648931820137072
Median of Cmp%.11,Nott'ham Forest,45.7
Mean of Cmp%.11,Nott'ham Forest,45.37619047619047
Std of Cmp%.11,Nott'ham Forest,15.863193397355555
Median of Cmp%.11,Southampton,55.25
Mean of Cmp%.11,Southampton,53.69642857142858
Std of Cmp%.11,Southampton,17.126943947905854
Median of Cmp%.11,Tottenham,55.6
Mean of Cmp%.11,Tottenham,54.42962962962964
Std of Cmp%.11,Tottenham,14.81760426018309
Median of Cmp%.11,West Ham,53.7
Mean of Cmp%.11,West Ham,54.144000000000005
Std of Cmp%.11,West Ham,15.906159184416582
Median of Cmp%.11,Wolves,56.0
Mean of Cmp%.11,Wolves,52.452173913043474
Std of Cmp%.11,Wolves,15.721781924370735
Median of Cmp%.12,all,80.2
Mean of Cmp%.12,all,79.24948240165631
Std of Cmp%.12,all,8.297755954528531
Median of Cmp%.12,Arsenal,82.95
Mean of Cmp%.12,Arsenal,82.32272727272728
Std of Cmp%.12,Arsenal,6.265698898286024
Median of Cmp%.12,Aston Villa,82.1
Mean of Cmp%.12,Aston Villa,81.6111111111111
Std of Cmp%.12,Aston Villa,7.04804028045185
Median of Cmp%.12,Bournemouth,74.3
Mean of Cmp%.12,Bournemouth,73.93043478260869
Std of Cmp%.12,Bournemouth,6.575673818401266
Median of Cmp%.12,Brentford,77.3
Mean of Cmp%.12,Brentford,76.69047619047618
Std of Cmp%.12,Brentford,7.844291221130482
Median of Cmp%.12,Brighton,81.35
Mean of Cmp%.12,Brighton,80.04230769230769
Std of Cmp%.12,Brighton,7.944969380780424
Median of Cmp%.12,Chelsea,84.25
Mean of Cmp%.12,Chelsea,83.54166666666667
Std of Cmp%.12,Chelsea,6.438600757163385
Median of Cmp%.12,Crystal Palace,75.6
Mean of Cmp%.12,Crystal Palace,74.08095238095238
Std of Cmp%.12,Crystal Palace,6.961653470808428
Median of Cmp%.12,Everton,73.9
Mean of Cmp%.12,Everton,74.36666666666667
Std of Cmp%.12,Everton,8.029653375665312
Median of Cmp%.12,Fulham,81.4
Mean of Cmp%.12,Fulham,79.995
Std of Cmp%.12,Fulham,8.207600777713044
Median of Cmp%.12,Ipswich Town,76.0
Mean of Cmp%.12,Ipswich Town,75.20344827586207
Std of Cmp%.12,Ipswich Town,8.26530972363324
Median of Cmp%.12,Leicester City,77.8
Mean of Cmp%.12,Leicester City,78.32
Std of Cmp%.12,Leicester City,8.498970525893123
Median of Cmp%.12,Liverpool,83.8
Mean of Cmp%.12,Liverpool,82.94285714285714
Std of Cmp%.12,Liverpool,7.54556634246704
Median of Cmp%.12,Manchester City,87.7
Mean of Cmp%.12,Manchester City,86.50400000000002
Std of Cmp%.12,Manchester City,6.95680003066544
Median of Cmp%.12,Manchester Utd,82.6
Mean of Cmp%.12,Manchester Utd,81.94666666666664
Std of Cmp%.12,Manchester Utd,7.5975374110723335
Median of Cmp%.12,Newcastle Utd,81.8
Mean of Cmp%.12,Newcastle Utd,79.71304347826086
Std of Cmp%.12,Newcastle Utd,6.826839036134985
Median of Cmp%.12,Nott'ham Forest,76.1
Mean of Cmp%.12,Nott'ham Forest,73.58095238095238
Std of Cmp%.12,Nott'ham Forest,8.65491877764425
Median of Cmp%.12,Southampton,80.2
Mean of Cmp%.12,Southampton,80.85172413793103
Std of Cmp%.12,Southampton,8.160734415902565
Median of Cmp%.12,Tottenham,84.8
Mean of Cmp%.12,Tottenham,80.47037037037036
Std of Cmp%.12,Tottenham,8.375964459498418
Median of Cmp%.12,West Ham,79.9
Mean of Cmp%.12,West Ham,78.42
Std of Cmp%.12,West Ham,7.804966367640541
Median of Cmp%.12,Wolves,80.4
Mean of Cmp%.12,Wolves,77.84347826086957
Std of Cmp%.12,Wolves,8.718362340327063
Median of Cmp%.13,all,89.9
Mean of Cmp%.13,all,88.73623188405799
Std of Cmp%.13,all,6.8278530039254415
Median of Cmp%.13,Arsenal,91.75
Mean of Cmp%.13,Arsenal,90.88636363636364
Std of Cmp%.13,Arsenal,4.674683126979019
Median of Cmp%.13,Aston Villa,91.5
Mean of Cmp%.13,Aston Villa,90.18518518518519
Std of Cmp%.13,Aston Villa,5.5711277482628585
Median of Cmp%.13,Bournemouth,88.0
Mean of Cmp%.13,Bournemouth,86.84347826086957
Std of Cmp%.13,Bournemouth,7.089930509145059
Median of Cmp%.13,Brentford,87.7
Mean of Cmp%.13,Brentford,86.79523809523809
Std of Cmp%.13,Brentford,7.669255256573235
Median of Cmp%.13,Brighton,90.95
Mean of Cmp%.13,Brighton,89.9769230769231
Std of Cmp%.13,Brighton,6.0777171827789225
Median of Cmp%.13,Chelsea,91.55
Mean of Cmp%.13,Chelsea,90.77083333333333
Std of Cmp%.13,Chelsea,5.839407293230358
Median of Cmp%.13,Crystal Palace,84.5
Mean of Cmp%.13,Crystal Palace,84.29047619047618
Std of Cmp%.13,Crystal Palace,6.461880899699776
Median of Cmp%.13,Everton,86.7
Mean of Cmp%.13,Everton,85.33333333333333
Std of Cmp%.13,Everton,7.702423860924126
Median of Cmp%.13,Fulham,89.65
Mean of Cmp%.13,Fulham,88.345
Std of Cmp%.13,Fulham,6.7853150258481
Median of Cmp%.13,Ipswich Town,87.0
Mean of Cmp%.13,Ipswich Town,87.23793103448274
Std of Cmp%.13,Ipswich Town,7.466564221969042
Median of Cmp%.13,Leicester City,89.6
Mean of Cmp%.13,Leicester City,88.87199999999999
Std of Cmp%.13,Leicester City,7.109296730338381
Median of Cmp%.13,Liverpool,91.7
Mean of Cmp%.13,Liverpool,91.29523809523809
Std of Cmp%.13,Liverpool,5.9198375138576385
Median of Cmp%.13,Manchester City,94.4
Mean of Cmp%.13,Manchester City,92.12800000000001
Std of Cmp%.13,Manchester City,6.126072695182999
Median of Cmp%.13,Manchester Utd,90.9
Mean of Cmp%.13,Manchester Utd,90.26
Std of Cmp%.13,Manchester Utd,4.877859903828656
Median of Cmp%.13,Newcastle Utd,88.6
Mean of Cmp%.13,Newcastle Utd,87.73478260869565
Std of Cmp%.13,Newcastle Utd,7.614078389622749
Median of Cmp%.13,Nott'ham Forest,87.7
Mean of Cmp%.13,Nott'ham Forest,85.94285714285715
Std of Cmp%.13,Nott'ham Forest,7.799523794987192
Median of Cmp%.13,Southampton,90.9
Mean of Cmp%.13,Southampton,89.59655172413792
Std of Cmp%.13,Southampton,7.08189254157696
Median of Cmp%.13,Tottenham,91.0
Mean of Cmp%.13,Tottenham,89.21111111111111
Std of Cmp%.13,Tottenham,6.897509769883695
Median of Cmp%.13,West Ham,89.7
Mean of Cmp%.13,West Ham,88.676
Std of Cmp%.13,West Ham,6.967859546996241
Median of Cmp%.13,Wolves,90.4
Mean of Cmp%.13,Wolves,88.3304347826087
Std of Cmp%.13,Wolves,6.924688032527248
Median of Cmp%.14,all,85.7
Mean of Cmp%.14,all,84.00414078674949
Std of Cmp%.14,all,10.15631681270602
Median of Cmp%.14,Arsenal,86.3
Mean of Cmp%.14,Arsenal,84.95454545454544
Std of Cmp%.14,Arsenal,7.859463647805035
Median of Cmp%.14,Aston Villa,86.5
Mean of Cmp%.14,Aston Villa,86.80370370370372
Std of Cmp%.14,Aston Villa,7.626597259262204
Median of Cmp%.14,Bournemouth,78.3
Mean of Cmp%.14,Bournemouth,81.62173913043479
Std of Cmp%.14,Bournemouth,10.801807783116638
Median of Cmp%.14,Brentford,79.9
Mean of Cmp%.14,Brentford,82.28571428571429
Std of Cmp%.14,Brentford,9.731355800415773
Median of Cmp%.14,Brighton,82.75
Mean of Cmp%.14,Brighton,81.93076923076923
Std of Cmp%.14,Brighton,10.742021010248276
Median of Cmp%.14,Chelsea,90.15
Mean of Cmp%.14,Chelsea,88.08333333333333
Std of Cmp%.14,Chelsea,7.4152994994583095
Median of Cmp%.14,Crystal Palace,81.1
Mean of Cmp%.14,Crystal Palace,79.82380952380952
Std of Cmp%.14,Crystal Palace,10.531709489057546
Median of Cmp%.14,Everton,83.1
Mean of Cmp%.14,Everton,79.91904761904763
Std of Cmp%.14,Everton,12.206703856800127
Median of Cmp%.14,Fulham,83.1
Mean of Cmp%.14,Fulham,83.905
Std of Cmp%.14,Fulham,9.297621370968747
Median of Cmp%.14,Ipswich Town,84.4
Mean of Cmp%.14,Ipswich Town,81.87586206896553
Std of Cmp%.14,Ipswich Town,11.021299352112118
Median of Cmp%.14,Leicester City,83.7
Mean of Cmp%.14,Leicester City,84.81599999999999
Std of Cmp%.14,Leicester City,8.987105577807945
Median of Cmp%.14,Liverpool,88.3
Mean of Cmp%.14,Liverpool,86.79047619047618
Std of Cmp%.14,Liverpool,9.57365681241524
Median of Cmp%.14,Manchester City,91.9
Mean of Cmp%.14,Manchester City,89.516
Std of Cmp%.14,Manchester City,7.833990043394235
Median of Cmp%.14,Manchester Utd,86.55
Mean of Cmp%.14,Manchester Utd,84.87333333333332
Std of Cmp%.14,Manchester Utd,8.863911074702287
Median of Cmp%.14,Newcastle Utd,86.8
Mean of Cmp%.14,Newcastle Utd,85.29565217391303
Std of Cmp%.14,Newcastle Utd,11.200262913345528
Median of Cmp%.14,Nott'ham Forest,81.5
Mean of Cmp%.14,Nott'ham Forest,77.5095238095238
Std of Cmp%.14,Nott'ham Forest,11.962311848547705
Median of Cmp%.14,Southampton,89.5
Mean of Cmp%.14,Southampton,85.36206896551724
Std of Cmp%.14,Southampton,10.849009625408982
Median of Cmp%.14,Tottenham,89.8
Mean of Cmp%.14,Tottenham,84.44074074074075
Std of Cmp%.14,Tottenham,11.116178758882485
Median of Cmp%.14,West Ham,85.6
Mean of Cmp%.14,West Ham,83.25200000000001
Std of Cmp%.14,West Ham,10.624700780100428
Median of Cmp%.14,Wolves,86.5
Mean of Cmp%.14,Wolves,84.84347826086957
Std of Cmp%.14,Wolves,9.379563184583642
Median of Cmp%.15,all,53.75
Mean of Cmp%.15,all,54.43598326359833
Std of Cmp%.15,all,15.699610825062496
Median of Cmp%.15,Arsenal,53.349999999999994
Mean of Cmp%.15,Arsenal,55.31818181818183
Std of Cmp%.15,Arsenal,9.762495600322715
Median of Cmp%.15,Aston Villa,54.0
Mean of Cmp%.15,Aston Villa,55.17037037037038
Std of Cmp%.15,Aston Villa,15.205763452232254
Median of Cmp%.15,Bournemouth,47.8
Mean of Cmp%.15,Bournemouth,46.66086956521738
Std of Cmp%.15,Bournemouth,17.887546178847316
Median of Cmp%.15,Brentford,55.0
Mean of Cmp%.15,Brentford,54.84285714285714
Std of Cmp%.15,Brentford,13.492574677524354
Median of Cmp%.15,Brighton,54.25
Mean of Cmp%.15,Brighton,56.36923076923077
Std of Cmp%.15,Brighton,13.562883741469415
Median of Cmp%.15,Chelsea,57.5
Mean of Cmp%.15,Chelsea,56.82500000000001
Std of Cmp%.15,Chelsea,18.55692183057543
Median of Cmp%.15,Crystal Palace,46.7
Mean of Cmp%.15,Crystal Palace,49.95714285714286
Std of Cmp%.15,Crystal Palace,18.58662345420952
Median of Cmp%.15,Everton,55.3
Mean of Cmp%.15,Everton,57.2904761904762
Std of Cmp%.15,Everton,15.332935295040697
Median of Cmp%.15,Fulham,58.2
Mean of Cmp%.15,Fulham,59.160000000000004
Std of Cmp%.15,Fulham,13.576116800043414
Median of Cmp%.15,Ipswich Town,50.0
Mean of Cmp%.15,Ipswich Town,48.46666666666668
Std of Cmp%.15,Ipswich Town,13.50136745211103
Median of Cmp%.15,Leicester City,53.7
Mean of Cmp%.15,Leicester City,55.70399999999999
Std of Cmp%.15,Leicester City,17.802749787603037
Median of Cmp%.15,Liverpool,60.8
Mean of Cmp%.15,Liverpool,60.27619047619047
Std of Cmp%.15,Liverpool,15.250308349731974
Median of Cmp%.15,Manchester City,64.3
Mean of Cmp%.15,Manchester City,59.776
Std of Cmp%.15,Manchester City,12.40884362057964
Median of Cmp%.15,Manchester Utd,54.85
Mean of Cmp%.15,Manchester Utd,57.906666666666666
Std of Cmp%.15,Manchester Utd,18.43607657665345
Median of Cmp%.15,Newcastle Utd,52.3
Mean of Cmp%.15,Newcastle Utd,54.26190476190476
Std of Cmp%.15,Newcastle Utd,12.648931820137072
Median of Cmp%.15,Nott'ham Forest,45.7
Mean of Cmp%.15,Nott'ham Forest,45.37619047619047
Std of Cmp%.15,Nott'ham Forest,15.863193397355555
Median of Cmp%.15,Southampton,55.25
Mean of Cmp%.15,Southampton,53.69642857142858
Std of Cmp%.15,Southampton,17.126943947905854
Median of Cmp%.15,Tottenham,55.6
Mean of Cmp%.15,Tottenham,54.42962962962964
Std of Cmp%.15,Tottenham,14.81760426018309
Median of Cmp%.15,West Ham,53.7
Mean of Cmp%.15,West Ham,54.144000000000005
Std of Cmp%.15,West Ham,15.906159184416582
Median of Cmp%.15,Wolves,56.0
Mean of Cmp%.15,Wolves,52.452173913043474
Std of Cmp%.15,Wolves,15.721781924370735
Median of Pass Distance,all,7621.0
Mean of Pass Distance,all,9720.532091097308
Std of Pass Distance,all,8405.191555185535
Median of Pass Distance,Arsenal,7398.0
Mean of Pass Distance,Arsenal,11757.954545454546
Std of Pass Distance,Arsenal,9938.890938785555
Median of Pass Distance,Aston Villa,6395.0
Mean of Pass Distance,Aston Villa,8667.851851851852
Std of Pass Distance,Aston Villa,8011.218032348349
Median of Pass Distance,Bournemouth,7088.0
Mean of Pass Distance,Bournemouth,9147.95652173913
Std of Pass Distance,Bournemouth,7897.391724074364
Median of Pass Distance,Brentford,7626.0
Mean of Pass Distance,Brentford,10679.142857142857
Std of Pass Distance,Brentford,9438.228193287734
Median of Pass Distance,Brighton,5888.5
Mean of Pass Distance,Brighton,9400.461538461539
Std of Pass Distance,Brighton,9378.906188808029
Median of Pass Distance,Chelsea,7782.0
Mean of Pass Distance,Chelsea,11577.208333333334
Std of Pass Distance,Chelsea,10892.0593013569
Median of Pass Distance,Crystal Palace,8735.0
Mean of Pass Distance,Crystal Palace,9320.047619047618
Std of Pass Distance,Crystal Palace,7646.46145269948
Median of Pass Distance,Everton,7795.0
Mean of Pass Distance,Everton,9209.904761904761
Std of Pass Distance,Everton,7883.117111300338
Median of Pass Distance,Fulham,11199.0
Mean of Pass Distance,Fulham,11522.15
Std of Pass Distance,Fulham,9079.548210850466
Median of Pass Distance,Ipswich Town,4343.0
Mean of Pass Distance,Ipswich Town,6364.9655172413795
Std of Pass Distance,Ipswich Town,5630.994929106721
Median of Pass Distance,Leicester City,6775.0
Mean of Pass Distance,Leicester City,8504.08
Std of Pass Distance,Leicester City,6546.484819606117
Median of Pass Distance,Liverpool,11124.0
Mean of Pass Distance,Liverpool,13712.952380952382
Std of Pass Distance,Liverpool,11314.636509743434
Median of Pass Distance,Manchester City,10078.0
Mean of Pass Distance,Manchester City,12871.28
Std of Pass Distance,Manchester City,9746.228939612149
Median of Pass Distance,Manchester Utd,3685.5
Mean of Pass Distance,Manchester Utd,8413.766666666666
Std of Pass Distance,Manchester Utd,8136.406631598045
Median of Pass Distance,Newcastle Utd,6849.0
Mean of Pass Distance,Newcastle Utd,10418.652173913044
Std of Pass Distance,Newcastle Utd,9383.7411206284
Median of Pass Distance,Nott'ham Forest,6909.0
Mean of Pass Distance,Nott'ham Forest,7851.571428571428
Std of Pass Distance,Nott'ham Forest,6435.475223877633
Median of Pass Distance,Southampton,4218.0
Mean of Pass Distance,Southampton,8476.620689655172
Std of Pass Distance,Southampton,8576.582746116615
Median of Pass Distance,Tottenham,10567.0
Mean of Pass Distance,Tottenham,9644.851851851852
Std of Pass Distance,Tottenham,6442.942941423488
Median of Pass Distance,West Ham,8610.0
Mean of Pass Distance,West Ham,9381.76
Std of Pass Distance,West Ham,7369.592759440646
Median of Pass Distance,Wolves,9479.0
Mean of Pass Distance,Wolves,9615.91304347826
Std of Pass Distance,Wolves,6491.217324641906
Median of SCA,all,21.0
Mean of SCA,all,32.61076604554865
Std of SCA,all,32.839191493696596
Median of SCA,Arsenal,25.0
